session_id,timestamp,pref,artid,target
2960cd97-4bd1-4aae-9c81-279ab5609972,2017-10-27T00:26:51Z,n,1226,False
2960cd97-4bd1-4aae-9c81-279ab5609972,2017-10-27T00:29:51Z,n,1509,False
2960cd97-4bd1-4aae-9c81-279ab5609972,2017-10-27T00:38:49Z,n,9688,False
87ed9518-d55a-4d20-bf3d-71ac3aac3bf5,2018-01-19T01:42:41Z,y,9688,False
87ed9518-d55a-4d20-bf3d-71ac3aac3bf5,2018-01-19T01:43:04Z,y,9688,False
71c38163-6101-41c6-9437-afcef75315fa,2017-11-19T20:04:38Z,y,774,False
71c38163-6101-41c6-9437-afcef75315fa,2017-11-19T20:07:27Z,y,1509,False
71c38163-6101-41c6-9437-afcef75315fa,2017-11-19T20:09:40Z,y,1417,False
71c38163-6101-41c6-9437-afcef75315fa,2017-11-19T20:10:32Z,y,2806,False
71c38163-6101-41c6-9437-afcef75315fa,2017-11-19T20:14:59Z,y,427,False
857ff790-78e0-4a23-b4c7-35968745373d,2017-10-28T00:12:13Z,y,9688,False
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:05:58Z,n,9688,False
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:06:48Z,y,3057,False
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:08:38Z,y,1402,False
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:14:38Z,y,1429,False
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:17:06Z,y,6239,True
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:22:10Z,n,1427,True
abe1782c-d4d6-4006-82ba-7e7fe25d48c3,2017-10-29T19:24:50Z,y,95926,True
00f62c9a-9e6b-4d36-b9bf-7929dc509aee,2017-11-05T20:05:04Z,y,9688,False
00f62c9a-9e6b-4d36-b9bf-7929dc509aee,2017-11-05T20:10:17Z,y,11956,False
00f62c9a-9e6b-4d36-b9bf-7929dc509aee,2017-11-05T20:12:06Z,y,802,False
00f62c9a-9e6b-4d36-b9bf-7929dc509aee,2017-11-05T20:18:43Z,y,120500,False
00f62c9a-9e6b-4d36-b9bf-7929dc509aee,2017-11-05T20:23:26Z,n,106095,False
c4d45d49-8f21-405f-b548-69ac58972b3e,2017-10-28T00:14:26Z,n,518,True
c4d45d49-8f21-405f-b548-69ac58972b3e,2017-10-28T00:18:47Z,n,113688,False
57b685c8-c6ba-4f63-8cc4-059a61f87c30,2018-02-10T19:35:26Z,y,518,False
57b685c8-c6ba-4f63-8cc4-059a61f87c30,2018-02-10T19:41:26Z,y,121719,False
886e995c-970a-49e6-9e4f-7596115d5563,2017-11-18T17:10:52Z,n,106354,False
886e995c-970a-49e6-9e4f-7596115d5563,2017-11-18T17:13:18Z,n,136,False
886e995c-970a-49e6-9e4f-7596115d5563,2017-11-18T17:18:37Z,y,2507,False
886e995c-970a-49e6-9e4f-7596115d5563,2017-11-18T17:19:04Z,y,2507,False
886e995c-970a-49e6-9e4f-7596115d5563,2017-11-18T17:25:27Z,y,2806,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:22:14Z,n,518,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:23:54Z,n,47086,True
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:27:11Z,y,1509,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:30:14Z,y,6228,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:36:04Z,y,10593,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:38:45Z,y,452,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:44:34Z,n,518,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:47:34Z,y,113688,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:55:50Z,n,121920,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T19:57:06Z,y,13190,True
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T20:03:16Z,y,123223,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T20:06:13Z,n,1375,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T20:07:39Z,n,99368,True
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T20:10:38Z,y,106354,False
0fadc638-6035-44eb-821d-7ddea7ef89b8,2018-02-10T20:11:18Z,y,109118,True
5e0ee420-e480-419c-a4aa-e6d8a77dc5c6,2017-12-17T19:47:45Z,n,518,False
5e0ee420-e480-419c-a4aa-e6d8a77dc5c6,2017-12-17T19:53:36Z,y,120500,False
5e0ee420-e480-419c-a4aa-e6d8a77dc5c6,2017-12-17T19:56:43Z,n,1226,False
5e0ee420-e480-419c-a4aa-e6d8a77dc5c6,2017-12-17T19:58:12Z,n,80860,False
5e0ee420-e480-419c-a4aa-e6d8a77dc5c6,2017-12-17T19:59:48Z,y,10436,False
7ed4ca73-a70b-4373-84af-349224ea9b83,2018-02-10T20:38:45Z,n,9688,False
7ed4ca73-a70b-4373-84af-349224ea9b83,2018-02-10T20:40:06Z,y,113688,False
7ed4ca73-a70b-4373-84af-349224ea9b83,2018-02-10T20:41:35Z,y,136,False
7ed4ca73-a70b-4373-84af-349224ea9b83,2018-02-10T20:46:59Z,y,106354,False
6321220a-8103-4310-ae80-f18cf1f22268,2018-02-17T18:51:14Z,y,113688,False
6321220a-8103-4310-ae80-f18cf1f22268,2018-02-17T18:54:12Z,y,1503,False
6321220a-8103-4310-ae80-f18cf1f22268,2018-02-17T18:57:07Z,y,2035,False
6321220a-8103-4310-ae80-f18cf1f22268,2018-02-17T19:10:27Z,y,1427,False
6321220a-8103-4310-ae80-f18cf1f22268,2018-02-17T19:12:29Z,y,33040,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T18:38:17Z,n,136,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T18:46:37Z,y,8776,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T19:06:39Z,y,98274,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T19:14:51Z,y,2035,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T19:23:19Z,y,2241,False
3a3da955-4b3d-4056-8f84-3b4162ec82ce,2018-04-07T19:37:40Z,y,6228,False
cf90f238-5056-4879-bb71-9eaabd1e7762,2018-03-10T20:20:15Z,y,9688,False
cf90f238-5056-4879-bb71-9eaabd1e7762,2018-03-10T20:22:39Z,n,123223,False
cf90f238-5056-4879-bb71-9eaabd1e7762,2018-03-10T20:25:32Z,n,1375,False
7e354315-9f03-4fbc-aac8-7147ec526d33,2017-12-03T20:05:10Z,y,518,False
7e354315-9f03-4fbc-aac8-7147ec526d33,2017-12-03T20:10:48Z,n,123223,False
7e354315-9f03-4fbc-aac8-7147ec526d33,2017-12-03T20:18:38Z,y,33040,False
7e354315-9f03-4fbc-aac8-7147ec526d33,2017-12-03T20:37:37Z,n,1330,False
b51a79fd-4c80-4343-870b-a1f8b241c2aa,2018-03-09T17:04:57Z,y,113688,False
b51a79fd-4c80-4343-870b-a1f8b241c2aa,2018-03-09T17:13:36Z,y,11956,False
b51a79fd-4c80-4343-870b-a1f8b241c2aa,2018-03-09T17:18:08Z,y,1520,False
62440d77-d484-46c3-9a05-9b824c41bb4c,2017-11-24T23:54:20Z,n,9688,False
